id,current_slug,new_code,new_slug,name_pl,name_en,category_name,primary_category_name,ean_standard,slug_collision_group,notes
e37a6020-c1b8-4e27-afd4-f902518c8b1c,KIMCHI-1852,ADG-000386,golden-curry-medium-hot-srednio-ostre-220g-s-and-b-danie-w-30-min,Golden Curry Medium Hot (średnio ostre) 220g - S&B - danie w 30 min,Golden Curry Medium Hot 220g - S&B - Ready in 30 Minutes,Pasty smakowe,Pasty smakowe,,,missing_ean_standard
9e07feb7-7dfb-48e7-85bf-dbeed6bb7c7b,KIMCHI-1853,ADG-000387,golden-curry-hot-ostre-220g-s-and-b-danie-w-30-min,Golden Curry Hot (ostre) 220g - S&B - danie w 30 min,Golden Curry Hot 220g - S&B - Ready in 30 Minutes,Pasty smakowe,Pasty smakowe,,,missing_ean_standard
25ce9c1d-ed57-450d-a750-ebb8ffcb6ddb,KIMCHI-1871,ADG-000388,olej-sezamowy-z-prazonych-ziaren-360ml-oh-aik-guan,Olej sezamowy z prażonych ziaren 360ml - Oh Aik Guan,Sesame Oil from Roasted Seeds 360ml - Oh Aik Guan,Sosy / Marynaty / Oleje,Sosy / Marynaty / Oleje,,,missing_ean_standard
62e9c9c0-63ba-427f-91b1-b3eb4c6a004a,KIMCHI-1916,ADG-000389,mieso-z-kraba-w-puszce-170g-ambition,Mięso z kraba w puszce 170g - Ambition,Canned Crab Meat 170g - Ambition,Dania gotowe,Dania gotowe,,,missing_ean_standard
5cd5ac94-ed42-4d89-9bc6-689837365563,KIMCHI-1919,ADG-000390,kurkuma-haldi-mielona-400g-trs,Kurkuma (Haldi) mielona 400g - TRS,Turmeric (Haldi) Ground 400g - TRS,Przyprawy,Przyprawy,,,missing_ean_standard
d1d2e3e7-d576-4522-9d57-5915fb31a7e8,KIMCHI-1992,ADG-000391,olej-sezamowy-z-prazonych-ziaren-650ml-oh-aik-guan,Olej sezamowy z prażonych ziaren 650ml - Oh Aik Guan,Sesame Oil from Roasted Seeds 650ml - Oh Aik Guan,Oleje sezamowe,Oleje sezamowe,,,missing_ean_standard
d7190b58-a944-4fbc-a488-f56c7abd6435,KIMCHI-2004,ADG-000392,baza-do-zupy-pasta-do-hot-pot-po-syczuansku-70g-lee-kum-kee,"Baza do zupy, pasta do Hot Pot po syczuańsku 70g - Lee Kum Kee",Hot Pot Base Paste Sichuan Style 70g - Lee Kum Kee,Pasty smakowe,Pasty smakowe,,,missing_ean_standard
a580b954-c405-41d8-9b2a-8226817eefb4,KIMCHI-2080,ADG-000393,ryz-basmati-5kg-laila,Ryż basmati 5kg - Laila,Basmati Rice 5kg - Laila,Unmapped,Unmapped,,,missing_ean_standard
ea4d4b15-0d8e-484a-a8be-c1be4734c9d4,KIMCHI-2111,ADG-000394,sos-sojowy-tamari-bezglutenowy-1l-kikkoman,"Sos sojowy Tamari, bezglutenowy 1L - Kikkoman",Tamari Gluten-Free Soy Sauce 1L - Kikkoman,Sos sojowy,Sos sojowy,,,missing_ean_standard
d7f18da8-17d5-4566-b18e-5da6a48e57ea,KIMCHI-2130,ADG-000395,krakersy-ryzowe-z-dodatkiem-alg-morskich-150g-bin-bin,Krakersy ryżowe z dodatkiem alg morskich 150g - Bin Bin,Rice Crackers with Seaweed 150g - Bin Bin,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
7be9060a-4b47-4c70-824f-8fc1bfa0c8c8,KIMCHI-2131,ADG-000396,chipsy-z-wodorostow-chrupiace-nori-32g-tao-kae-noi,"Chipsy z wodorostów, chrupiące nori 32g - Tao Kae Noi",Crispy Seaweed Nori Chips 32g - Tao Kae Noi,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
21c20478-c0b0-4d1c-bfe3-d590f9b7a843,KIMCHI-2132,ADG-000397,papryka-mielona-gochugaru-a-500g-hosan,Papryka mielona Gochugaru A+ 500g - HoSan,Gochugaru Ground Pepper A+ 500g - HoSan,Przyprawy,Przyprawy,,,missing_ean_standard
5a2ef1e3-30f7-41f7-bd26-132fd1bc1858,KIMCHI-2151,ADG-000398,buldak-ramyun-2xspicy-makaron-instant-o-smaku-bombowo-ostrego-kurczaka-w-kubku-70g-samyang,Buldak Ramyun 2xSpicy makaron instant o smaku bombowo ostrego kurczaka w kubku 70g - Samyang,Buldak Ramyun 2xSpicy Instant Noodles Cup 70g - Samyang,Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
5a868e80-b637-43d5-87f1-c63310e51468,KIMCHI-2153,ADG-000399,ramyun-buldak-o-smaku-ostrego-kurczaka-a-la-carbonara-w-kubku-ogniscie-ostry-80g-samyang,"Ramyun Buldak o smaku ostrego kurczaka a la Carbonara w kubku, ogniście ostry 80g - Samyang",Ramyun Buldak Spicy Chicken Carbonara Flavor Cup Fiery Spicy 80g - Samyang,Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
14451512-9b65-44ad-bc39-67628888b684,KIMCHI-2158,ADG-000400,parowar-bambusowy-okragly-dwupietrowy-20-cm-shi-ba-ling,"Parowar bambusowy okrągły, dwupiętrowy 20 cm - Shi Ba Ling",,Parowary bambusowe,Parowary bambusowe,,,missing_ean_standard
abce2cec-ac85-4c41-ae02-4e2e1194680d,KIMCHI-2160,ADG-000401,krakersy-ryzowe-z-wasabi-125g-golden-turtle-brand,Krakersy ryżowe z wasabi 125g - Golden Turtle Brand,Rice Crackers with Wasabi 125g - Golden Turtle Brand,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
33fcf42b-de20-4875-9f22-a1dfc8098d58,KIMCHI-2162,ADG-000402,chinskie-wodne-kasztany-cale-567g-spring-happiness,"Chińskie wodne kasztany, całe 567g - Spring Happiness",Whole Chinese Water Chestnuts 567g - Spring Happiness,Owoce / Marynowane warzywa,Owoce / Marynowane warzywa,,,missing_ean_standard
eb1b0003-9a13-439a-9a39-95dc8ede7010,KIMCHI-2164,ADG-000403,patelnia-aluminiowa-do-tamago-kwadratowa-25-x-25-cm-glitter,Patelnia aluminiowa do tamago - kwadratowa (25 x 25 cm) Glitter,Square Tamago Pan 25 x 25 cm Glitter,Patelnie Tamago,Patelnie Tamago,,,missing_ean_standard
66852048-369d-4dc3-9b32-07d1bc68df24,KIMCHI-2168,ADG-000404,kimchi-hot-300g-runoland,Kimchi Hot 300g - Runoland,Hot Kimchi 300g - Runoland,Kimchi,Kimchi,,,missing_ean_standard
ed06e3fe-ff8a-4b32-ac90-b9de823754fa,KIMCHI-2170,ADG-000405,jjajang-men-makaron-z-sosem-z-czarnej-fasoli-lagodny-200g-paldo,"Jjajang Men, makaron z sosem z czarnej fasoli, łagodny 200g - Paldo","Jjajang Men, Noodles with Mild Black Bean Sauce 200g - Paldo",Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
093cc2e3-6114-4fa8-b3bd-c50948963212,KIMCHI-2172,ADG-000406,pudding-owocowy-z-nata-de-coco-rozne-smaki-6-x-80g,"Pudding owocowy z Nata de Coco, różne smaki - 6 x 80g","Fruit Pudding with Nata de Coco, various flavors - 6 x 80g",Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
8b38f107-39b8-40d5-aac6-0999d35658da,KIMCHI-2175,ADG-000407,pasta-shinshu-shiro-miso-jasna-1kg-hikari-miso,"Pasta Shinshu Shiro Miso, jasna 1kg - Hikari Miso","Shinshu Shiro Miso Paste, Light 1kg - Hikari Miso",Pasta miso,Pasta miso,,,missing_ean_standard
c7348bc5-e339-42bf-bf86-1059bb7b73aa,KIMCHI-2176,ADG-000408,panierka-panko-duze-platki-200g-golden-turtle-brand,"Panierka panko, duże płatki 200g - Golden Turtle Brand","Panko Breadcrumbs, Large Flakes 200g - Golden Turtle Brand",Mąki / Panierki / Tapioka,Mąki / Panierki / Tapioka,,,missing_ean_standard
6bd0076b-3425-48db-8e20-480bb587b75f,KIMCHI-2186,ADG-000409,miotelka-chasen-do-herbaty-matcha-4-8cm,"Miotełka Chasen do herbaty Matcha, ⌀4,8cm","Chasen Matcha tea whisk, ⌀4.8cm",Komplety do sushi i herbaty,Komplety do sushi i herbaty,,,missing_ean_standard
19495255-6238-4b24-860a-14c3f8461955,KIMCHI-2187,ADG-000410,lyzeczka-chashaku-do-herbaty-matcha-18cm,"Łyżeczka Chashaku do herbaty Matcha, 18cm","Chashaku Matcha Tea Spoon, 18cm",Komplety do sushi i herbaty,Komplety do sushi i herbaty,,,missing_ean_standard
38fc68c2-aa86-4f64-83f9-2ea915ff898c,KIMCHI-2188,ADG-000411,kotek-szczescia-maneki-neko-na-baterie-sloneczna-zloty-10-5cm,"Kotek szczęścia Maneki Neko na baterię słoneczną, złoty 10,5cm","Maneki Neko Lucky Cat Solar Battery, Gold 10.5cm",Koty szczęścia i inne gadżety,Koty szczęścia i inne gadżety,,,missing_ean_standard
e16cec7d-493b-4fff-9ff5-3d84bf0547cf,KIMCHI-2190,ADG-000412,kotek-szczescia-maneki-neko-na-baterie-sloneczna-bialy-10-5cm,"Kotek szczęścia Maneki Neko na baterię słoneczną, biały 10,5cm","Maneki Neko Lucky Cat Solar Battery, White 10.5cm",Koty szczęścia i inne gadżety,Koty szczęścia i inne gadżety,,,missing_ean_standard
cbced7b6-cc8e-40a1-bd94-0d9c61a5738e,KIMCHI-2198,ADG-000413,paleczki-bambusowe-biale-wzor-maneki-neko-22-5-cm-5-par,"Pałeczki bambusowe białe - wzór Maneki-neko 22,5 cm (5 par)",,Pałeczki i sztućce,Pałeczki i sztućce,,,missing_ean_standard
da297a39-9292-42d0-9871-5716e64eb4fd,KIMCHI-2199,ADG-000414,paleczki-bambusowe-brazowe-wzor-koty-22-5-cm-5-par,"Pałeczki bambusowe brązowe - wzór Koty 22,5 cm (5 par)",,Pałeczki i sztućce,Pałeczki i sztućce,,,missing_ean_standard
cfc303ce-6dff-4648-82d2-d54a6320ab20,KIMCHI-2200,ADG-000415,zestaw-paleczek-ze-stali-nierdzewnej-23cm-5-par,Zestaw pałeczek ze stali nierdzewnej 23cm - 5 par,,Pałeczki i sztućce,Pałeczki i sztućce,,,missing_ean_standard
580203b9-a171-4eb7-bbfd-2a6e822f475d,KIMCHI-2201,ADG-000416,paleczki-ze-stali-nierdzewnej-23cm-1-para,Pałeczki ze stali nierdzewnej 23cm - 1 para,,Pałeczki i sztućce,Pałeczki i sztućce,,,missing_ean_standard
1e439b4a-cf76-4e9f-8eba-cf7d16f74635,KIMCHI-2208,ADG-000417,wok-pekinski-ze-stali-weglowej-z-raczka-i-uchwytem-o36cm-emro-aziatica,Wok pekiński ze stali węglowej z rączką i uchwytem Ø36cm - Emro Aziatica,Carbon Steel Peking Wok with Handle Ø36cm - Emro Aziatica,Patelnie Wok / Grill,Patelnie Wok / Grill,,,missing_ean_standard
ad12d14b-91dd-4771-913b-e0b3adcd69ce,KIMCHI-2210,ADG-000418,papryczki-chili-cale-suszone-57g-cock-brand,"Papryczki chili całe, suszone 57g - Cock Brand",Whole Dried Chili Peppers 57g - Cock Brand,Przyprawy,Przyprawy,,,missing_ean_standard
c5d55aea-8dca-482e-8002-7053ffa3c19a,KIMCHI-2212,ADG-000419,zupa-kimchi-ramen-hot-and-spicy-z-prawdziwym-kimchi-122g-jongga,Zupa Kimchi ramen Hot & Spicy z prawdziwym kimchi 122g - Jongga,Kimchi Hot & Spicy Ramen Soup with Real Kimchi 122g - Jongga,Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
e2a2c77f-7593-4d5a-8c8f-5c607a62d861,KIMCHI-2216,ADG-000420,sol-morska-do-kimchi-drobny-krysztal-500g-sempio,Sól morska do kimchi drobny kryształ 500g - Sempio,"Sea Salt for Kimchi, Fine Crystal 500g - Sempio",Sól,Sól,,,missing_ean_standard
cd90e07d-2ad8-4770-b6e6-b4cd2372ba4e,KIMCHI-2217,ADG-000421,sol-morska-do-kimchi-gruby-krysztal-1kg-cjo-essential,"Sól morska do kimchi, gruby kryształ 1kg - CJO Essential","Sea Salt for Kimchi, Coarse Crystal 1kg - CJO Essential",Sól,Sól,,,missing_ean_standard
74f3accd-f06b-4ce1-b5b3-7989960952bf,KIMCHI-2222,ADG-000422,kluski-ryzowe-do-tteokbokki-slupki-1kg-jongga,"Kluski ryżowe do Tteokbokki, słupki 1kg - Jongga","Rice Noodles for Tteokbokki, sticks 1kg - Jongga",Kluski tteok do dań,Kluski tteok do dań,,,missing_ean_standard
100595bb-cdd3-441f-ad99-201771d02242,KIMCHI-2223,ADG-000423,kluski-ryzowe-do-tteokbokki-owalne-500g-jongga,"Kluski ryżowe do Tteokbokki, owalne 500g - Jongga","Rice Noodles for Tteokbokki, oval 500g - Jongga",Kluski tteok do dań,Kluski tteok do dań,,,missing_ean_standard
04a0a0bf-af86-4de9-a8fb-d29140bbdc46,KIMCHI-2227,ADG-000424,fasolka-edamame-z-wasabi-140g-golden-turtle-brand,Fasolka edamame z wasabi 140g - Golden Turtle Brand,Wasabi Edamame Beans 140g - Golden Turtle Brand,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
0ae4f9eb-62c1-403f-8caf-7bab34c3a3ce,KIMCHI-2229,ADG-000425,patelnia-stalowa-do-tamago-mala-19-x-13-cm-emro-aziatica,Patelnia stalowa do tamago - mała (19 x 13 cm) Emro Aziatica,Small Steel Tamago Pan 19 x 13 cm Emro Aziatica,Patelnie Tamago,Patelnie Tamago,,,missing_ean_standard
c0c9f272-d21f-4dd8-a565-c2d0242b18a6,KIMCHI-2230,ADG-000426,patelnia-stalowa-do-tamagoyaki-duza-22-x-23-cm-emro-aziatica,Patelnia stalowa do tamagoyaki - duża (22 x 23 cm) Emro Aziatica,Large Tamagoyaki Steel Pan (22 x 23 cm) - Emro Aziatica,Patelnie Tamago,Patelnie Tamago,,,missing_ean_standard
125829c9-da67-4dbf-bed0-bf62c450e6ff,KIMCHI-2235,ADG-000427,plastikowe-paleczki-z-pomocnikiem-22-5cm-mis-rilakkuma,"Plastikowe pałeczki z pomocnikiem 22,5cm - Miś Rilakkuma",,Pałeczki i sztućce,Pałeczki i sztućce,,,missing_ean_standard
2f750b8f-8234-4930-84a9-d43fad7d90bc,KIMCHI-2236,ADG-000428,plastikowe-paleczki-z-pomocnikiem-22-5cm-maneki-neko,"Plastikowe pałeczki z pomocnikiem 22,5cm - Maneki Neko",Plastic Chopsticks with Helper 22.5cm - Maneki Neko,Pałeczki i sztućce,Pałeczki i sztućce,,,missing_ean_standard
89535a4a-9a8b-4127-8354-3a37f7f0414c,KIMCHI-2238,ADG-000429,plastikowe-paleczki-z-pomocnikiem-22-5cm-mis-panda,"Plastikowe pałeczki z pomocnikiem 22,5cm - Miś Panda",,Pałeczki i sztućce,Pałeczki i sztućce,,,missing_ean_standard
24dbb6d7-a39b-471f-8ffc-43be76773562,KIMCHI-2239,ADG-000430,zestaw-2-foremek-do-sankaku-onigiri,Zestaw 2 foremek do Sankaku Onigiri,Set of 2 Sankaku Onigiri Molds,Foremki,Foremki,,,missing_ean_standard
32849a18-e3ee-4fe0-a93d-c6ddaa56dca6,KIMCHI-2241,ADG-000431,sos-sojowy-premium-chosun-ganjang-bezglutenowy-500ml-sempio,"Sos sojowy Premium Chosun Ganjang, bezglutenowy 500ml - Sempio",Premium Chosun Ganjang Gluten-Free Soy Sauce 500ml - Sempio,Sos sojowy,Sos sojowy,,,missing_ean_standard
5be1455d-ec1e-4ffe-b47b-251a38ad568e,KIMCHI-2243,ADG-000432,sos-sojowy-jin-gold-f3-860ml-sempio,Sos sojowy Jin Gold F3 860ml - Sempio,Jin Gold F3 Soy Sauce 860ml - Sempio,Sos sojowy,Sos sojowy,,,missing_ean_standard
8f3b8ded-f1f3-42e7-a7db-a7ba9de52bc3,KIMCHI-2244,ADG-000433,ramyun-buldak-stew-type-o-smaku-ostrego-kurczaka-w-ognistym-bulionie-145g-samyang,Ramyun Buldak Stew Type o smaku ostrego kurczaka w ognistym bulionie 145g - Samyang,Ramyun Buldak Stew Type Spicy Chicken in Fiery Broth 145g - Samyang,Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
2a2084f4-86c3-4fd1-9aef-dc4e1fafe920,KIMCHI-2246,ADG-000434,zestaw-czarnych-paleczek-22-5cm-10-par,"Zestaw czarnych pałeczek 22,5cm - 10 par",,Pałeczki i sztućce,Pałeczki i sztućce,,,missing_ean_standard
fdbb9bd9-4590-4175-86bc-b99be3b8f3fd,KIMCHI-2247,ADG-000435,sitko-cedzak-japonski-ze-stali-nierdzewnej-o13-5cm,"Sitko, cedzak japoński ze stali nierdzewnej Ø13,5cm",Japanese stainless steel strainer Ø13.5cm,Patelnie Wok / Grill,Patelnie Wok / Grill,,,missing_ean_standard
f70be23b-fc6b-4038-8521-d934832862e7,KIMCHI-2252,ADG-000436,wok-pekinski-ze-stali-weglowej-30cm-emro-aziatica,Wok pekiński ze stali węglowej ⌀30cm - Emro Aziatica,Carbon Steel Peking Wok Ø30cm - Emro Aziatica,Patelnie Wok / Grill,Patelnie Wok / Grill,,,missing_ean_standard
53ea2d5e-70ce-4628-a83a-e30ccafff173,KIMCHI-2254,ADG-000437,ocet-ryzowy-1l-asia-kitchen,Ocet ryżowy 1l - Asia Kitchen,Rice Vinegar 1l - Asia Kitchen,Octy i winne przyprawy,Octy i winne przyprawy,,,missing_ean_standard
33fb7ed0-15e5-4409-a817-2516048c45c5,KIMCHI-2256,ADG-000438,mirin-winna-przyprawa-do-gotowania-500ml-asia-kitchen,"Mirin, winna przyprawa do gotowania 500ml - Asia Kitchen","Mirin, cooking seasoning 500ml - Asia Kitchen",Octy i winne przyprawy,Octy i winne przyprawy,,,missing_ean_standard
ea94d663-6329-4166-89b0-a194be47216a,KIMCHI-2257,ADG-000439,mirin-winna-przyprawa-do-gotowania-150ml-asia-kitchen,"Mirin, winna przyprawa do gotowania 150ml - Asia Kitchen","Mirin, cooking seasoning 150ml - Asia Kitchen",Octy i winne przyprawy,Octy i winne przyprawy,,,missing_ean_standard
df9efb90-1ad4-44e6-bfee-c4f2d4d66408,KIMCHI-2258,ADG-000440,sos-unagi-200ml-asia-kitchen,Sos Unagi 200ml - Asia Kitchen,Unagi Sauce 200ml - Asia Kitchen,"Sosy, marynaty","Sosy, marynaty",,,missing_ean_standard
2d10b290-7507-4ba3-9c28-9ed0c6113067,KIMCHI-2268,ADG-000441,zaprawa-do-ryzu-150ml-asia-kitchen,Zaprawa do ryżu 150ml - Asia Kitchen,Rice Seasoning 150ml - Asia Kitchen,Octy i winne przyprawy,Octy i winne przyprawy,,,missing_ean_standard
4fab1981-65d6-426d-8e1d-77687e1c1c0e,KIMCHI-2269,ADG-000442,zaprawa-do-ryzu-500ml-asia-kitchen,Zaprawa do ryżu 500ml - Asia Kitchen,Rice Seasoning 500ml - Asia Kitchen,Octy i winne przyprawy,Octy i winne przyprawy,,,missing_ean_standard
648596b6-32d7-4390-8157-e7d8f85c3416,KIMCHI-2270,ADG-000443,sos-teriyaki-gesty-150ml-asia-kitchen,"Sos Teriyaki, gęsty 150ml - Asia Kitchen",Thick Teriyaki Sauce 150ml - Asia Kitchen,Sosy / Marynaty / Oleje,Sosy / Marynaty / Oleje,,,missing_ean_standard
9f585e9c-6388-4356-9d9f-b7cc598769d6,KIMCHI-2271,ADG-000444,sos-teriyaki-gesty-500ml-asia-kitchen,"Sos Teriyaki, gęsty 500ml - Asia Kitchen",Thick Teriyaki Sauce 500ml - Asia Kitchen,Sosy / Marynaty / Oleje,Sosy / Marynaty / Oleje,,,missing_ean_standard
81ff5004-b3aa-4709-b065-db13b5f35911,KIMCHI-2283,ADG-000445,pasta-sos-z-tamaryndowca-270g-thai-dancer,"Pasta, sos z tamaryndowca 270g - Thai Dancer",Tamarind Paste Sauce 270g - Thai Dancer,Pasty smakowe,Pasty smakowe,,,missing_ean_standard
daa17037-3aaa-4205-b485-26050041be5b,KIMCHI-2299,ADG-000446,zeliwna-podstawka-do-woka-22-5cm,"Żeliwna podstawka do woka 22,5cm",Cast Iron Wok Stand 22.5cm,Patelnie Wok / Grill,Patelnie Wok / Grill,,,missing_ean_standard
fee98dfd-97b5-405c-b74d-0e8000ee9a2c,KIMCHI-2303,ADG-000447,mleko-kokosowe-85-wyciagu-z-kokosa-12-x-1l-real-thai,Mleko kokosowe (85% wyciągu z kokosa) 12 x 1L - Real Thai,Coconut Milk (85% Coconut Extract) 12 x 1L - Real Thai,Mleczko kokosowe,Mleczko kokosowe,,,missing_ean_standard
90c8f02e-657d-42a2-b8a1-ff8808aba050,KIMCHI-2312,ADG-000448,cukierki-winogronowe-12-soku-owocowego-153g-lotte,Cukierki winogronowe (12% soku owocowego) 153g - Lotte,Grape Candies (12% Fruit Juice) 153g - Lotte,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
791b59e9-4abc-4c53-8c3e-0ffbecfa08ea,KIMCHI-2314,ADG-000449,krakersy-ryzowe-z-mleczkiem-kokosowym-150g-bin-bin,Krakersy ryżowe z mleczkiem kokosowym 150g - Bin Bin,Rice Crackers with Coconut Milk 150g - Bin Bin,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
73a9483d-1de7-4acf-9b4b-0e095afa826c,KIMCHI-2322,ADG-000450,imbir-marynowany-do-sushi-rozowy-190g-asia-kitchen,"Imbir marynowany do sushi, różowy 190g - Asia Kitchen","Pickled sushi ginger, pink 190g - Asia Kitchen",Imbir marynowany,Imbir marynowany,,,missing_ean_standard
1f20fd3e-f834-4d79-a683-038ffd29960a,KIMCHI-2323,ADG-000451,imbir-marynowany-do-sushi-bialy-190g-asia-kitchen,"Imbir marynowany do sushi, biały 190g - Asia Kitchen","Pickled sushi ginger, white 190g - Asia Kitchen",Imbir marynowany,Imbir marynowany,,,missing_ean_standard
fd26cdb9-8743-47a6-b607-4877060fe42b,KIMCHI-2325,ADG-000452,makaron-w-stylu-chinskim-400g-thai-dancer,Makaron w stylu chińskim 400g - Thai Dancer,Chinese Style Noodles 400g - Thai Dancer,Makaron pszenny,Makaron pszenny,,,missing_ean_standard
b1525c0c-150e-4ec3-8ea7-35d3bd6d19ec,KIMCHI-2326,ADG-000453,glony-yaki-sushi-nori-gold-50-szt-nobi,"Glony Yaki Sushi Nori Gold, 50 szt. - Nobi","Yaki Sushi Nori Gold, 50 sheets - Nobi",Arkusze Nori / Gim,Arkusze Nori / Gim,,,missing_ean_standard
7cc616a6-d0dc-4de2-9b8d-c34b9ba554ea,KIMCHI-2328,ADG-000454,olej-sojowy-z-chili-250ml-healthy-boy,Olej sojowy z chili 250ml - Healthy Boy,,Oleje,Oleje,,,missing_ean_standard
1ac37bfa-e68d-4768-b780-2575f93a123a,KIMCHI-2329,ADG-000455,glutaminian-sodu-aji-no-moto-msg-200g-ajinomoto,"Glutaminian sodu, Aji-no-Moto MSG 200g - Ajinomoto","Sodium Glutamate, Aji-no-Moto MSG 200g - Ajinomoto",Przyprawy,Przyprawy,,,missing_ean_standard
3c85d422-a53c-475f-ac5f-a815feecd816,KIMCHI-2330,ADG-000456,makaron-rabokki-w-slodko-ostrym-sosie-145g-paldo,Makaron Rabokki w słodko-ostrym sosie 145g - Paldo,Rabokki Noodles in Sweet and Spicy Sauce 145g - Paldo,Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
083c9a53-8b51-4251-89ad-74e8eb03dfc6,KIMCHI-2333,ADG-000457,hyunmi-nokcha-zielona-herbata-z-brazowym-ryzem-50-saszetek-ottogi,"Hyunmi Nokcha - zielona herbata z brązowym ryżem, 50 saszetek - Ottogi","Hyunmi Nokcha - green tea with brown rice, 50 sachets - Ottogi",Herbaty,Herbaty,,,missing_ean_standard
d87e8e5c-256b-4188-83ba-6603e0121663,KIMCHI-2346,ADG-000458,olej-sezamowy-premium-z-prazonych-ziaren-160ml-ottogi,Olej sezamowy Premium z prażonych ziaren 160ml - Ottogi,Premium Sesame Oil from Roasted Seeds 160ml - Ottogi,Oleje,Oleje,,,missing_ean_standard
6033214d-7e7c-472e-9e99-c06cf1185b3f,KIMCHI-2352,ADG-000459,mihyang-mirin-koreanskie-wino-do-gotowania-900ml-ottogi,"Mihyang / mirin, koreańskie wino do gotowania 900ml - Ottogi","Mihyang / Mirin, Korean Cooking Wine 900ml - Ottogi","Sosy, marynaty","Sosy, marynaty",,,missing_ean_standard
0112f508-f1cc-4912-bb49-efe8c092c201,KIMCHI-2369,ADG-000460,yopokki-kluski-ryzowe-w-slodko-pikantnym-sosie-140g-young-poong,"Yopokki, kluski ryżowe w słodko-pikantnym sosie 140g - Young Poong","Yopokki, Sweet and Spicy Sauce Rice Cakes 140g - Young Poong",Zupy / Buliony,Zupy / Buliony,,,missing_ean_standard
2e1229a0-7251-4c14-aefc-0e5736890ab3,KIMCHI-2371,ADG-000461,yopokki-kluski-ryzowe-w-lagodnym-sosie-jjajang-120g-young-poong,"Yopokki, kluski ryżowe w łagodnym sosie Jjajang 120g - Young Poong","Yopokki, Mild Jjajang Sauce Rice Cakes 120g - Young Poong",Zupy / Buliony,Zupy / Buliony,,,missing_ean_standard
749fc1ac-787d-42a2-aba9-dc7e2269f70f,KIMCHI-2372,ADG-000462,makaron-pszenny-jjajangguksu-907g-assi-brand,Makaron pszenny Jjajangguksu 907g - Assi Brand,Wheat Noodles Jjajangguksu 907g - Assi Brand,Makaron pszenny,Makaron pszenny,,,missing_ean_standard
40988555-45a9-408d-b111-4e3160f2bc2b,KIMCHI-2376,ADG-000463,ramyun-buldak-o-smaku-ostrego-kurczaka-z-serem-ogniscie-ostry-140g-samyang,"Ramyun Buldak o smaku ostrego kurczaka z serem, ogniście ostry 140g - Samyang","Ramyun Buldak Spicy Chicken with Cheese, Fiery Spicy 140g - Samyang",Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
63ba588b-9312-4cf7-96b6-5b1f4fb99717,KIMCHI-2377,ADG-000464,zupa-ramyun-z-makaronem-ziemniaczanym-lekko-pikantna-100g-nongshim,"Zupa Ramyun z makaronem ziemniaczanym, lekko pikantna 100g - Nongshim",Potato Noodle Ramyun Slightly Spicy 100g - Nongshim,Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
ab2ae5d9-7474-4e7c-8efe-a5d028e2dd63,KIMCHI-2379,ADG-000465,zupa-makaronowa-kimchi-ramen-srednio-ostra-120g-ottogi,"Zupa makaronowa Kimchi Ramen, średnio ostra 120g - Ottogi","Kimchi Ramen Noodle Soup, Medium Spicy 120g - Ottogi",Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
ef88cc52-db17-454c-b0a9-85e0c9bbaa50,KIMCHI-2384,ADG-000466,ramyun-buldak-stew-type-o-smaku-ostrego-kurczaka-w-ognistym-bulionie-duza-micha-120g-samyang,"Ramyun Buldak Stew Type o smaku ostrego kurczaka w ognistym bulionie, duża micha 120g - Samyang","Ramyun Buldak Stew Type Spicy Chicken in Fiery Broth, Large Bowl 120g - Samyang",Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
d45ebab0-08cd-4a3e-a630-2a6dc12ca5e8,KIMCHI-2386,ADG-000467,ryz-do-sushi-nakato-1kg-asia-kitchen,Ryż do sushi Nakato 1kg - Asia Kitchen,Sushi Rice Nakato 1kg - Asia Kitchen,Ryż i inne ziarna,Ryż i inne ziarna,,,missing_ean_standard
da046c8a-ddc7-49e9-bcfb-270a980390ec,KIMCHI-2388,ADG-000468,kawa-mielona-trung-nguyen-sang-tao-1-340g,Kawa mielona Trung Nguyen Sang Tao 1 - 340g,Trung Nguyen Sang Tao 1 Ground Coffee - 340g,Kawy,Kawy,,,missing_ean_standard
