id,name,slug,product_url,category,skus,eans,ean_sources,price_amounts,stock_values,image_urls,broken_image_urls,dietary_tags,allergens,english_name,english_description,severity,issues
19495255-6238-4b24-860a-14c3f8461955,"Łyżeczka Chashaku do herbaty Matcha, 18cm",lyzeczka-chashaku-do-herbaty-matcha-18cm,https://asiandeligo.eshoper.pro/products/lyzeczka-chashaku-do-herbaty-matcha-18cm,Komplety do sushi i herbaty,ADG-000410,,,9|9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-2187/1.webp,,,,"Chashaku Matcha Tea Spoon, 18cm",Spoon for serving matcha tea.,backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
51235ad8-3c45-417e-951a-ca5a6747497b,"Łyżka cedzakowa, cedzak, sitko średnica 18cm",lyzka-cedzakowa-cedzak-sitko-srednica-18cm,https://asiandeligo.eshoper.pro/products/lyzka-cedzakowa-cedzak-sitko-srednica-18cm,Patelnie Wok / Grill,ADG-001605,,,33|33,100,https://img.zira.pl/asiandeligo/products/KIMCHI-5509/1.webp,,,,"Strainer Spoon, sieve, diameter 18cm",Strainer spoon with an 18cm diameter sieve made of stainless steel and wood.,backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
f86c6883-4072-4906-a5a7-12ca7e24bc48,Mata bambusowa do sushi (cienka) 24x24cm,mata-bambusowa-do-sushi-cienka-24x24cm,https://asiandeligo.eshoper.pro/products/mata-bambusowa-do-sushi-cienka-24x24cm,Maty do zwijania,ADG-000061,,,5.99|5.99,100,https://img.zira.pl/asiandeligo/products/KIMCHI-220/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-220/2.webp,,,,Sushi Bamboo Mat (Thin) 24x24cm,"A classic tool for rolling sushi, essential in any Japanese kitchen. It helps form even maki rolls and is lightweight, durable, and reusable.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
e2ebc363-6b5b-4eaf-b617-e8b44b9b0b88,Mata bambusowa do sushi 24 x 24cm - House of Asia,mata-bambusowa-do-sushi-24-x-24cm-house-of-asia,https://asiandeligo.eshoper.pro/products/mata-bambusowa-do-sushi-24-x-24cm-house-of-asia,Maty do zwijania,ADG-000039,,,9.6|9.6,100,https://img.zira.pl/asiandeligo/products/KIMCHI-137/1.webp,,,,Bamboo Sushi Mat 24 x 24cm - House of Asia,"Practical bamboo mat for making sushi, essential for rolling maki.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
5c13bd19-a0de-49ec-8ca1-83d440d9bd2b,"Mata bambusowa do sushi, cienka 24 x 24cm Asia Kitchen",mata-bambusowa-do-sushi-cienka-24-x-24cm-asia-kitchen,https://asiandeligo.eshoper.pro/products/mata-bambusowa-do-sushi-cienka-24-x-24cm-asia-kitchen,Maty do zwijania,ADG-000620,,,7.6|7.6,1,https://img.zira.pl/asiandeligo/products/KIMCHI-2966/1.webp,,,,"Sushi Bamboo Mat, Thin 24 x 24cm Asia Kitchen","Sushi mat made of natural bamboo, size 24 x 24 cm. A convenient and flexible mat for rolling maki rolls, reusable for all skill levels.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
c4409575-42bd-429f-b782-160e748e4a2b,"Mata bambusowa do sushi, gruba 27 x 27 cm Asia Kitchen",mata-bambusowa-do-sushi-gruba-27-x-27-cm-asia-kitchen,https://asiandeligo.eshoper.pro/products/mata-bambusowa-do-sushi-gruba-27-x-27-cm-asia-kitchen,Maty do zwijania,ADG-000621,,,11.99|11.99,100,https://img.zira.pl/asiandeligo/products/KIMCHI-2968/1.webp,,,,"Sushi Bamboo Mat, Thick 27 x 27 cm Asia Kitchen","Thick sushi mat made of natural bamboo, size 27 x 27 cm. A convenient and flexible mat for rolling maki rolls, reusable for all skill levels.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
1ccbb565-ef60-424a-a1e4-8edf74691b64,"Mata bambusowa Professional Maki-su do sushi, duża 27x27cm",mata-bambusowa-professional-maki-su-do-sushi-duza-27x27cm,https://asiandeligo.eshoper.pro/products/mata-bambusowa-professional-maki-su-do-sushi-duza-27x27cm,Maty do zwijania,ADG-000230,,,9.99|9.99,100,https://img.zira.pl/asiandeligo/products/KIMCHI-974/1.webp,,,,"Professional Maki-su Bamboo Mat for Sushi, Large 27x27cm","Maki-su mat 27x27 cm made of natural bamboo with a greenish hue, designed for making sushi rolls. A reliable kitchen aid, simple and durable for repeated use.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
1670a1a9-9106-4ac1-9abe-78a0f38a99ed,Mild Red Spot Patch plasterki na wypryski absorbujące płyn i ropę 12szt Holika Holika,mild-red-spot-patch-plasterki-na-wypryski-absorbujace-plyn-i-rope-12szt-holika-holika,https://asiandeligo.eshoper.pro/products/mild-red-spot-patch-plasterki-na-wypryski-absorbujace-plyn-i-rope-12szt-holika-holika,Koreańskie kosmetyki,ADG-001629,,,19.9|19.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-5534/1.webp,,,,"Mild Red Spot Patch, Absorbing Fluid and Pus, 12 Pieces - Holika Holika","Mild red spot patches that absorb fluid and pus, 12 pieces in a pack.",backlog,legacy_image_key|non_ascii_category_slug|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
9d3c6d44-73ca-4a18-b9b8-4987ca27c05b,Mild Yellow Spot Patch plasterki na wypryski absorbujące płyn i ropę 15szt Holika Holika,mild-yellow-spot-patch-plasterki-na-wypryski-absorbujace-plyn-i-rope-15szt-holika-holika,https://asiandeligo.eshoper.pro/products/mild-yellow-spot-patch-plasterki-na-wypryski-absorbujace-plyn-i-rope-15szt-holika-holika,Koreańskie kosmetyki,ADG-001628,,,19.9|19.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-5533/1.webp,,,,"Mild Yellow Spot Patch, Absorbing Fluid and Pus, 15 Pieces - Holika Holika","Mild yellow spot patches that absorb fluid and pus, 15 pieces in a pack.",backlog,legacy_image_key|non_ascii_category_slug|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
6bd0076b-3425-48db-8e20-480bb587b75f,"Miotełka Chasen do herbaty Matcha, ⌀4,8cm",miotelka-chasen-do-herbaty-matcha-4-8cm,https://asiandeligo.eshoper.pro/products/miotelka-chasen-do-herbaty-matcha-4-8cm,Komplety do sushi i herbaty,ADG-000409,,,47.9|47.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-2186/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-2186/2.webp,,,,"Chasen Matcha tea whisk, ⌀4.8cm",Chasen Matcha tea whisk with a diameter of 4.8cm.,backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
073ac5bf-0bb7-4907-a805-bb1ce2ebf756,"Miotełka Chasen do herbaty Matcha, ⌀6cm",miotelka-chasen-do-herbaty-matcha-6cm,https://asiandeligo.eshoper.pro/products/miotelka-chasen-do-herbaty-matcha-6cm,Komplety do sushi i herbaty,ADG-000600,,,51.9|51.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-2906/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-2906/2.webp,,,,"Chasen Matcha tea whisk, ⌀6cm","Chasen Matcha tea whisk made of 100% bamboo, with a diameter of 6cm.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
71746081-9421-411e-bc5a-3ba182c0d874,"Miska do zup Uzu niebieska 17 x 8,7 cm - Emro",miska-do-zup-uzu-niebieska-17-x-8-7-cm-emro,https://asiandeligo.eshoper.pro/products/miska-do-zup-uzu-niebieska-17-x-8-7-cm-emro,Miski,ADG-001226,,,46|46,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4946/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-4946/2.webp,,,,Uzu blue soup bowl 17 x 8.7 cm - Emro,"Uzu blue soup bowl measuring 17 x 8.7 cm, made of ceramic, dishwasher and microwave safe.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
a81d561d-7c90-4cab-98e3-28a37fc74693,Miska do zup Uzu niebieska 22 x 9 cm - Emro,miska-do-zup-uzu-niebieska-22-x-9-cm-emro,https://asiandeligo.eshoper.pro/products/miska-do-zup-uzu-niebieska-22-x-9-cm-emro,Miski,ADG-001332,,,66|66,100,https://img.zira.pl/asiandeligo/products/KIMCHI-5136/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-5136/2.webp,,,,Uzu blue soup bowl 22 x 9 cm - Emro,"Uzu blue soup bowl measuring 22 x 9 cm, made of ceramic, dishwasher and microwave safe.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
f7b85cd1-fb43-4a48-b996-ebaababf3d9d,Napój Dekavita C z witaminami 210ml - Suntory,napoj-dekavita-c-z-witaminami-210ml-suntory,https://asiandeligo.eshoper.pro/products/napoj-dekavita-c-z-witaminami-210ml-suntory,Napoje,ADG-001265,,,11.94|11.94,100,https://img.zira.pl/asiandeligo/products/KIMCHI-5033/1.webp,,,,,,backlog,legacy_image_key|missing_allergens|missing_nutrition|missing_storage_zone|missing_english_translation|missing_english_description|missing_ean
15da8d19-4e7c-4e9d-8e01-170742041158,"Parowar bambusowy okrągły 1-piętrowy, średnica 15 cm Emro Aziatica",parowar-bambusowy-okragly-1-pietrowy-srednica-15-cm-emro-aziatica,https://asiandeligo.eshoper.pro/products/parowar-bambusowy-okragly-1-pietrowy-srednica-15-cm-emro-aziatica,Parowary bambusowe,ADG-001591,,,39.9|39.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-5492/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-5492/2.webp,,,,"Round Bamboo Steamer 1-Tier, Diameter 15 cm - Emro Aziatica","1-tier round bamboo steamer with a diameter of 15 cm, ideal for steaming Asian delicacies.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
9355bf69-ff15-4466-8214-c84c91c0692d,"Parowar bambusowy okrągły 1-piętrowy, średnica 20 cm Emro Aziatica",parowar-bambusowy-okragly-1-pietrowy-srednica-20-cm-emro-aziatica,https://asiandeligo.eshoper.pro/products/parowar-bambusowy-okragly-1-pietrowy-srednica-20-cm-emro-aziatica,Parowary bambusowe,ADG-001481,,,54.9|54.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-5358/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-5358/2.webp,,,,"Round Bamboo Steamer 1-Tier, Diameter 20 cm - Emro Aziatica","1-tier round bamboo steamer with a diameter of 20 cm, perfect for steaming a variety of dishes.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
d8762fd5-d7f4-4d70-9afe-d863691b78dc,"Parowar bambusowy okrągły 1-piętrowy, średnica 25 cm Emro Aziatica",parowar-bambusowy-okragly-1-pietrowy-srednica-25-cm-emro-aziatica,https://asiandeligo.eshoper.pro/products/parowar-bambusowy-okragly-1-pietrowy-srednica-25-cm-emro-aziatica,Parowary bambusowe,ADG-000780,,,71.9|71.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-3740/1.webp,,,,"Round Bamboo Steamer 1-Tier, Diameter 25 cm Emro Aziatica","Single-tier bamboo steamer with a diameter of 25 cm by Emro Aziatica, perfect for steaming various Asian delicacies.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
aa4e648c-79cd-409c-8d64-5c09747d38c7,"Parowar bambusowy okrągły 2-piętrowy, średnica 20 cm Emro Aziatica",parowar-bambusowy-okragly-2-pietrowy-srednica-20-cm-emro-aziatica,https://asiandeligo.eshoper.pro/products/parowar-bambusowy-okragly-2-pietrowy-srednica-20-cm-emro-aziatica,Parowary bambusowe,ADG-001480,,,84|84,100,https://img.zira.pl/asiandeligo/products/KIMCHI-5357/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-5357/2.webp,,,,"Round Bamboo Steamer 2-Tier, Diameter 20 cm Emro Aziatica","Two-tier bamboo steamer with a diameter of 20 cm by Emro Aziatica, ideal for steaming a variety of Asian dishes.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
97320dba-7c18-45b5-8e7f-764a748b1faf,"Parowar bambusowy okrągły 2-piętrowy, średnica 25 cm Emro Aziatica",parowar-bambusowy-okragly-2-pietrowy-srednica-25-cm-emro-aziatica,https://asiandeligo.eshoper.pro/products/parowar-bambusowy-okragly-2-pietrowy-srednica-25-cm-emro-aziatica,Parowary bambusowe,ADG-000631,,,103.9|103.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-3029/1.webp,,,,"Round Bamboo Steamer 2-Tier, Diameter 25 cm Emro Aziatica","Two-tier bamboo steamer with a diameter of 25 cm by Emro Aziatica, suitable for steaming numerous Asian delicacies.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
358aa6a4-61e0-4aec-b3e9-95d2effe0ec7,"Parowar bambusowy okrągły 2-piętrowy, średnica 25 cm Jade Temple",parowar-bambusowy-okragly-2-pietrowy-srednica-25-cm-jade-temple,https://asiandeligo.eshoper.pro/products/parowar-bambusowy-okragly-2-pietrowy-srednica-25-cm-jade-temple,Parowary bambusowe,ADG-000102,,,69.99|69.99,100,https://img.zira.pl/asiandeligo/products/KIMCHI-371/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-371/2.webp,,,,"Round Bamboo Steamer 2-Tier, Diameter 25 cm Jade Temple","25 cm round bamboo steamer with two tiers and a lid, perfect for steaming fish, vegetables, and dumplings.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
eb1b0003-9a13-439a-9a39-95dc8ede7010,Patelnia aluminiowa do tamago - kwadratowa (25 x 25 cm) Glitter,patelnia-aluminiowa-do-tamago-kwadratowa-25-x-25-cm-glitter,https://asiandeligo.eshoper.pro/products/patelnia-aluminiowa-do-tamago-kwadratowa-25-x-25-cm-glitter,Patelnie Tamago,ADG-000403,,,179|179,100,https://img.zira.pl/asiandeligo/products/KIMCHI-2164/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-2164/2.webp,,,,Square Tamago Pan 25 x 25 cm Glitter,"Square pan for making tamagoyaki, ideal for classic Japanese omelets.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
9e2ebf00-92b3-40a7-b0f8-30e257b63bfd,"Patelnia do Tamago - duża (26,5 x 19,5 cm) Glitter",patelnia-do-tamago-duza-26-5-x-19-5-cm-glitter,https://asiandeligo.eshoper.pro/products/patelnia-do-tamago-duza-26-5-x-19-5-cm-glitter,Patelnie Tamago,ADG-000157,,,159.99|159.99,100,https://img.zira.pl/asiandeligo/products/KIMCHI-645/1.webp,,,,Large Tamago Pan 26.5 x 19.5 cm Glitter,"Rectangular pan for tamagoyaki, perfect for frying layered omelets.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
494357c3-c27d-40e6-80eb-081a5390f959,"Patelnia do Tamago - mała (23,5 x 17,5 cm) Glitter",patelnia-do-tamago-mala-23-5-x-17-5-cm-glitter,https://asiandeligo.eshoper.pro/products/patelnia-do-tamago-mala-23-5-x-17-5-cm-glitter,Patelnie Tamago,ADG-000156,,,141.9|141.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-644/1.webp,,,,Small Tamago Pan 23.5 x 17.5 cm Glitter,"Rectangular pan for tamagoyaki, perfect for frying layered omelets.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
4492737f-ce11-43de-b316-5b5f4e0aec41,Patelnia non-stick do tamagoyaki - mała (13 x 18 cm) Pearl Metal,patelnia-non-stick-do-tamagoyaki-mala-13-x-18-cm-pearl-metal,https://asiandeligo.eshoper.pro/products/patelnia-non-stick-do-tamagoyaki-mala-13-x-18-cm-pearl-metal,Patelnie Tamago,ADG-000763,,,77|77,100,https://img.zira.pl/asiandeligo/products/KIMCHI-3698/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-3698/2.webp,,,,Small Non-Stick Tamago Pan 13 x 18 cm Pearl Metal,"Small non-stick pan for tamagoyaki, suitable for all types of stoves.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
0ae4f9eb-62c1-403f-8caf-7bab34c3a3ce,Patelnia stalowa do tamago - mała (19 x 13 cm) Emro Aziatica,patelnia-stalowa-do-tamago-mala-19-x-13-cm-emro-aziatica,https://asiandeligo.eshoper.pro/products/patelnia-stalowa-do-tamago-mala-19-x-13-cm-emro-aziatica,Patelnie Tamago,ADG-000425,,,69.9|69.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-2229/1.webp,,,,Small Steel Tamago Pan 19 x 13 cm Emro Aziatica,"Small steel pan for tamagoyaki, ideal for making layered Japanese omelets.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
3172c0ec-0cfc-43b0-8154-45d009b89944,Patelnia stalowa do tamagoyaki - średnia (20 x 15 cm) Emro Aziatica,patelnia-stalowa-do-tamagoyaki-srednia-20-x-15-cm-emro-aziatica,https://asiandeligo.eshoper.pro/products/patelnia-stalowa-do-tamagoyaki-srednia-20-x-15-cm-emro-aziatica,Patelnie Tamago,ADG-000665,,,93|93,100,https://img.zira.pl/asiandeligo/products/KIMCHI-3158/1.webp,,,,Medium Tamagoyaki Steel Pan (20 x 15 cm) - Emro Aziatica,"Medium steel pan 20 x 15 cm for tamagoyaki. Heats quickly and evenly, featuring a natural wood handle with a hanging loop. Ideal for making layered Japanese omelets for sushi and bento.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
03d5b542-ddd5-415c-b2dc-f06b9bb79dc5,"Patelnia, grill do koreańskiego BBQ o śr. 32cm - Hanaro",patelnia-grill-do-koreanskiego-bbq-o-sr-32cm-hanaro,https://asiandeligo.eshoper.pro/products/patelnia-grill-do-koreanskiego-bbq-o-sr-32cm-hanaro,Patelnie Wok / Grill,ADG-000315,,,215|215,100,https://img.zira.pl/asiandeligo/products/KIMCHI-1315/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-1315/2.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-1315/3.webp,,,,Korean BBQ Grill Pan Ø 32cm - Hanaro,Grill pan designed for Korean BBQ.,backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
1f15ef6f-eaae-42c5-9432-7527bc4ef8a1,Pig Clear 3 step Kit Strong - plastry do oczyszczania nosa z zaskórników - Holika Holika,pig-clear-3-step-kit-strong-plastry-do-oczyszczania-nosa-z-zaskornikow-holika-holika,https://asiandeligo.eshoper.pro/products/pig-clear-3-step-kit-strong-plastry-do-oczyszczania-nosa-z-zaskornikow-holika-holika,Koreańskie kosmetyki,ADG-001587,,,23.9|23.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-5488/1.webp,,,,Pig Clear 3 Step Kit Strong - Nose Pore Cleansing Strips - Holika Holika,Pig Clear 3 Step Kit Strong - Nose pore cleansing strips for removing blackheads.,backlog,legacy_image_key|non_ascii_category_slug|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
01e7aa5e-3742-4da1-961c-0d0bee955c39,Pignose clear black head 3 step kit plastry do oczyszczania nosa z zaskórników Holika Holika,pignose-clear-black-head-3-step-kit-plastry-do-oczyszczania-nosa-z-zaskornikow-holika-holika,https://asiandeligo.eshoper.pro/products/pignose-clear-black-head-3-step-kit-plastry-do-oczyszczania-nosa-z-zaskornikow-holika-holika,Koreańskie kosmetyki,ADG-001586,,,19.9|19.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-5487/1.webp,,,,Pignose Clear Black Head 3 Step Kit - Nose Pore Cleansing Strips - Holika Holika,Pignose Clear Black Head 3 Step Kit - Nose pore cleansing strips for removing blackheads.,backlog,legacy_image_key|non_ascii_category_slug|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
64b3495b-cd86-4cea-b48d-88376b7cbbb2,"Podstawka, pierścień stabilizujący do woka 23-26cm",podstawka-pierscien-stabilizujacy-do-woka-23-26cm,https://asiandeligo.eshoper.pro/products/podstawka-pierscien-stabilizujacy-do-woka-23-26cm,Patelnie Wok / Grill,ADG-001479,,,43.9|43.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-5356/1.webp,,,,Wok Stabilizing Ring 23-26cm,"Stabilizing ring for woks, suitable for sizes 23-26cm.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
ce3e9adb-083c-4b07-b5b2-2bcda8671cb5,"Ryż do sushi Calrose Kimpo 4,5kg",ryz-do-sushi-calrose-kimpo-4-5kg,https://asiandeligo.eshoper.pro/products/ryz-do-sushi-calrose-kimpo-4-5kg,Ryż i inne ziarna,ADG-000154,,,81.9|81.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-631/1.webp,,,,Calrose Sushi Rice Kimpo 4.5kg,Calrose Sushi Rice 4.5kg - Kimpo,backlog,legacy_image_key|non_ascii_category_slug|missing_allergens|missing_nutrition|missing_country|missing_storage_zone|missing_ean
8556f559-170f-4e6f-b0ce-1d5961592ad7,"Sitko, cedzak japoński ze stali nierdzewnej ⌀12cm",sitko-cedzak-japonski-ze-stali-nierdzewnej-12cm,https://asiandeligo.eshoper.pro/products/sitko-cedzak-japonski-ze-stali-nierdzewnej-12cm,Patelnie Wok / Grill,ADG-000598,,,64.5|64.5,100,https://img.zira.pl/asiandeligo/products/KIMCHI-2904/1.webp,,,,Japanese stainless steel strainer ⌀12cm,A stainless steel strainer for various kitchen uses.,backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
fdbb9bd9-4590-4175-86bc-b99be3b8f3fd,"Sitko, cedzak japoński ze stali nierdzewnej Ø13,5cm",sitko-cedzak-japonski-ze-stali-nierdzewnej-o13-5cm,https://asiandeligo.eshoper.pro/products/sitko-cedzak-japonski-ze-stali-nierdzewnej-o13-5cm,Patelnie Wok / Grill,ADG-000435,,,33|33,100,https://img.zira.pl/asiandeligo/products/KIMCHI-2247/1.webp,,,,Japanese stainless steel strainer Ø13.5cm,A stainless steel strainer suitable for kitchen tasks.,backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
6ed95c03-793a-44a9-8e12-45f905639c2d,Szczotka bambusowa do czyszczenia woka 30cm,szczotka-bambusowa-do-czyszczenia-woka-30cm,https://asiandeligo.eshoper.pro/products/szczotka-bambusowa-do-czyszczenia-woka-30cm,Patelnie Wok / Grill,ADG-000337,,,27.9|27.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-1398/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-1398/2.webp,,,,Bamboo Brush for Cleaning Wok 30cm,"Bamboo brush for cleaning woks. It makes cleaning easy and quick without the use of chemical cleaners, just hot water and the brush.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
f70be23b-fc6b-4038-8521-d934832862e7,Wok pekiński ze stali węglowej ⌀30cm - Emro Aziatica,wok-pekinski-ze-stali-weglowej-30cm-emro-aziatica,https://asiandeligo.eshoper.pro/products/wok-pekinski-ze-stali-weglowej-30cm-emro-aziatica,Patelnie Wok / Grill,ADG-000436,,,129.9|129.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-2252/1.webp,,,,Carbon Steel Peking Wok Ø30cm - Emro Aziatica,"Carbon steel Peking wok with a diameter of 30cm, ideal for stir-frying and cooking.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
1e439b4a-cf76-4e9f-8eba-cf7d16f74635,Wok pekiński ze stali węglowej z rączką i uchwytem Ø36cm - Emro Aziatica,wok-pekinski-ze-stali-weglowej-z-raczka-i-uchwytem-o36cm-emro-aziatica,https://asiandeligo.eshoper.pro/products/wok-pekinski-ze-stali-weglowej-z-raczka-i-uchwytem-o36cm-emro-aziatica,Patelnie Wok / Grill,ADG-000417,,,175.9|175.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-2208/1.webp,,,,Carbon Steel Peking Wok with Handle Ø36cm - Emro Aziatica,"Carbon steel Peking wok with a handle and a diameter of 36cm, suitable for various cooking methods.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
2aa7d97d-3bc1-4d0e-a08b-b49419ba01cd,Wok płaski 30cm,wok-plaski-30cm,https://asiandeligo.eshoper.pro/products/wok-plaski-30cm,Patelnie Wok / Grill,ADG-000126,,,70|70,100,https://img.zira.pl/asiandeligo/products/KIMCHI-481/1.webp,,,,Flat Wok 30cm,"Flat wok with a diameter of 30cm, designed for versatile cooking.",backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
76f35732-01fa-4d01-abab-4d6f413b986a,Wok płaski 33cm,wok-plaski-33cm,https://asiandeligo.eshoper.pro/products/wok-plaski-33cm,Patelnie Wok / Grill,ADG-000630,,,79.9|79.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-3025/1.webp,,,,Flat Wok 33cm,Flat Wok 33cm for versatile cooking.,backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
5a98e7a9-6148-4716-94d7-25594a7d3f9e,Wok płaski 35cm,wok-plaski-35cm,https://asiandeligo.eshoper.pro/products/wok-plaski-35cm,Patelnie Wok / Grill,ADG-000109,,,82.9|82.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-406/1.webp,,,,Flat Wok 35cm,Flat Wok 35cm for versatile cooking.,backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
ae96f97c-04b4-4a20-9677-a06cf1a34e10,Wok płaski z powłoką nieprzywierającą 28cm - Smukee,wok-plaski-z-powloka-nieprzywierajaca-28cm-smukee,https://asiandeligo.eshoper.pro/products/wok-plaski-z-powloka-nieprzywierajaca-28cm-smukee,Patelnie Wok / Grill,ADG-001067,,,69|69,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4593/1.webp,,,,Non-Stick Flat Wok 28cm - Smukee,Non-Stick Flat Wok 28cm for versatile cooking.,backlog,legacy_image_key|missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price|missing_ean
